series_name,series_code,underlying,asset_class,sub_asset_class,product_type,structure_type,market_segment,market_development,region,currency,term,tenor,source_default,bbg_field,bbg_data_type,mds_field,mds_data_type,bbg_ticker,mds_ticker,hawk_field,hawk_ticker,valid_from,valid_to,calculation_formula,des_notes,is_synthetic
AUD/CHF Spot,AUDCHF_PX_LAST,AUDCHF,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,CHF,,,BBG,PX_LAST,Price,,,AUDCHF Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
AUD/NOK Spot,AUDNOK_PX_LAST,AUDNOK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,NOK,,,BBG,PX_LAST,Price,,,AUDNOK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
AUD/SEK Spot,AUDSEK_PX_LAST,AUDSEK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,SEK,,,BBG,PX_LAST,Price,,,AUDSEK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
AUD/JPY Spot,AUDJPY_PX_LAST,AUDJPY,Currency,FX Spot,Spot,Simple,Primary Market,G10,Asia Pacific,JPY,,,BBG,PX_LAST,Price,,,AUDJPY Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
NZD/USD Spot,NZDUSD_PX_LAST,NZDUSD,Currency,FX Spot,Spot,Simple,Primary Market,G10,Americas,USD,,,BBG,PX_LAST,Price,,,NZDUSD Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
NZD/CAD Spot,NZDCAD_PX_LAST,NZDCAD,Currency,FX Spot,Spot,Simple,Primary Market,G10,Americas,CAD,,,BBG,PX_LAST,Price,,,NZDCAD Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
NZD/CHF Spot,NZDCHF_PX_LAST,NZDCHF,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,CHF,,,BBG,PX_LAST,Price,,,NZDCHF Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
NZD/NOK Spot,NZDNOK_PX_LAST,NZDNOK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,NOK,,,BBG,PX_LAST,Price,,,NZDNOK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
NZD/SEK Spot,NZDSEK_PX_LAST,NZDSEK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,SEK,,,BBG,PX_LAST,Price,,,NZDSEK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
NZD/JPY Spot,NZDJPY_PX_LAST,NZDJPY,Currency,FX Spot,Spot,Simple,Primary Market,G10,Asia Pacific,JPY,,,BBG,PX_LAST,Price,,,NZDJPY Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
USD/CAD Spot,USDCAD_PX_LAST,USDCAD,Currency,FX Spot,Spot,Simple,Primary Market,G10,Americas,CAD,,,BBG,PX_LAST,Price,,,USDCAD Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
USD/CHF Spot,USDCHF_PX_LAST,USDCHF,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,CHF,,,BBG,PX_LAST,Price,,,USDCHF Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
USD/NOK Spot,USDNOK_PX_LAST,USDNOK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,NOK,,,BBG,PX_LAST,Price,,,USDNOK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
USD/SEK Spot,USDSEK_PX_LAST,USDSEK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,SEK,,,BBG,PX_LAST,Price,,,USDSEK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
USD/JPY Spot,USDJPY_PX_LAST,USDJPY,Currency,FX Spot,Spot,Simple,Primary Market,G10,Asia Pacific,JPY,,,BBG,PX_LAST,Price,,,USDJPY Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
CAD/CHF Spot,CADCHF_PX_LAST,CADCHF,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,CHF,,,BBG,PX_LAST,Price,,,CADCHF Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
CAD/NOK Spot,CADNOK_PX_LAST,CADNOK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,NOK,,,BBG,PX_LAST,Price,,,CADNOK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
CAD/SEK Spot,CADSEK_PX_LAST,CADSEK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,SEK,,,BBG,PX_LAST,Price,,,CADSEK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
CAD/JPY Spot,CADJPY_PX_LAST,CADJPY,Currency,FX Spot,Spot,Simple,Primary Market,G10,Asia Pacific,JPY,,,BBG,PX_LAST,Price,,,CADJPY Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
CHF/NOK Spot,CHFNOK_PX_LAST,CHFNOK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,NOK,,,BBG,PX_LAST,Price,,,CHFNOK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
CHF/SEK Spot,CHFSEK_PX_LAST,CHFSEK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,SEK,,,BBG,PX_LAST,Price,,,CHFSEK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
CHF/JPY Spot,CHFJPY_PX_LAST,CHFJPY,Currency,FX Spot,Spot,Simple,Primary Market,G10,Asia Pacific,JPY,,,BBG,PX_LAST,Price,,,CHFJPY Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
NOK/SEK Spot,NOKSEK_PX_LAST,NOKSEK,Currency,FX Spot,Spot,Simple,Primary Market,G10,Europe,SEK,,,BBG,PX_LAST,Price,,,NOKSEK Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
NOK/JPY Spot,NOKJPY_PX_LAST,NOKJPY,Currency,FX Spot,Spot,Simple,Primary Market,G10,Asia Pacific,JPY,,,BBG,PX_LAST,Price,,,NOKJPY Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
SEK/JPY Spot,SEKJPY_PX_LAST,SEKJPY,Currency,FX Spot,Spot,Simple,Primary Market,G10,Asia Pacific,JPY,,,BBG,PX_LAST,Price,,,SEKJPY Curncy,,,,,,,"Full C(10,2)=45 G10 cross matrix, market-conventional direction only -- base-currency precedence EUR>GBP>AUD>NZD>USD>CAD>CHF>NOK>SEK>JPY. No reciprocal pairs (e.g. no USDEUR alongside EURUSD): a reciprocal is the inverse of its counterpart and carries mathematically identical information, so including both directions would produce mirror-image signals from one underlying relationship, not two. Driver 2 (yield_curve_or_cds) resolves for every one of these pairs -- the G10 branch is a relative curve (base_3m-base_10y)-(quote_3m-quote_10y), and all ten G10 currencies have both 3M and 10Y coverage in this catalog.",False
USD/BRL Spot,USDBRL_PX_LAST,USDBRL,Currency,FX Spot,Spot,Simple,Primary Market,EM,Americas,BRL,,,BBG,PX_LAST,Price,,,USDBRL Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/CLP Spot,USDCLP_PX_LAST,USDCLP,Currency,FX Spot,Spot,Simple,Primary Market,EM,Americas,CLP,,,BBG,PX_LAST,Price,,,USDCLP Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/COP Spot,USDCOP_PX_LAST,USDCOP,Currency,FX Spot,Spot,Simple,Primary Market,EM,Americas,COP,,,BBG,PX_LAST,Price,,,USDCOP Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/CZK Spot,USDCZK_PX_LAST,USDCZK,Currency,FX Spot,Spot,Simple,Primary Market,EM,Europe,CZK,,,BBG,PX_LAST,Price,,,USDCZK Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/HUF Spot,USDHUF_PX_LAST,USDHUF,Currency,FX Spot,Spot,Simple,Primary Market,EM,Europe,HUF,,,BBG,PX_LAST,Price,,,USDHUF Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/IDR Spot,USDIDR_PX_LAST,USDIDR,Currency,FX Spot,Spot,Simple,Primary Market,EM,Asia Pacific,IDR,,,BBG,PX_LAST,Price,,,USDIDR Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/ILS Spot,USDILS_PX_LAST,USDILS,Currency,FX Spot,Spot,Simple,Primary Market,EM,Middle East,ILS,,,BBG,PX_LAST,Price,,,USDILS Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/INR Spot,USDINR_PX_LAST,USDINR,Currency,FX Spot,Spot,Simple,Primary Market,EM,Asia Pacific,INR,,,BBG,PX_LAST,Price,,,USDINR Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/KRW Spot,USDKRW_PX_LAST,USDKRW,Currency,FX Spot,Spot,Simple,Primary Market,EM,Asia Pacific,KRW,,,BBG,PX_LAST,Price,,,USDKRW Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/MXN Spot,USDMXN_PX_LAST,USDMXN,Currency,FX Spot,Spot,Simple,Primary Market,EM,Americas,MXN,,,BBG,PX_LAST,Price,,,USDMXN Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/MYR Spot,USDMYR_PX_LAST,USDMYR,Currency,FX Spot,Spot,Simple,Primary Market,EM,Asia Pacific,MYR,,,BBG,PX_LAST,Price,,,USDMYR Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/PEN Spot,USDPEN_PX_LAST,USDPEN,Currency,FX Spot,Spot,Simple,Primary Market,EM,Americas,PEN,,,BBG,PX_LAST,Price,,,USDPEN Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/PHP Spot,USDPHP_PX_LAST,USDPHP,Currency,FX Spot,Spot,Simple,Primary Market,EM,Asia Pacific,PHP,,,BBG,PX_LAST,Price,,,USDPHP Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/PLN Spot,USDPLN_PX_LAST,USDPLN,Currency,FX Spot,Spot,Simple,Primary Market,EM,Europe,PLN,,,BBG,PX_LAST,Price,,,USDPLN Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/RON Spot,USDRON_PX_LAST,USDRON,Currency,FX Spot,Spot,Simple,Primary Market,EM,Europe,RON,,,BBG,PX_LAST,Price,,,USDRON Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/RUB Spot,USDRUB_PX_LAST,USDRUB,Currency,FX Spot,Spot,Simple,Primary Market,EM,Europe,RUB,,,BBG,PX_LAST,Price,,,USDRUB Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/SGD Spot,USDSGD_PX_LAST,USDSGD,Currency,FX Spot,Spot,Simple,Primary Market,EM,Asia Pacific,SGD,,,BBG,PX_LAST,Price,,,USDSGD Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/THB Spot,USDTHB_PX_LAST,USDTHB,Currency,FX Spot,Spot,Simple,Primary Market,EM,Asia Pacific,THB,,,BBG,PX_LAST,Price,,,USDTHB Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/TRY Spot,USDTRY_PX_LAST,USDTRY,Currency,FX Spot,Spot,Simple,Primary Market,EM,Europe,TRY,,,BBG,PX_LAST,Price,,,USDTRY Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/TWD Spot,USDTWD_PX_LAST,USDTWD,Currency,FX Spot,Spot,Simple,Primary Market,EM,Asia Pacific,TWD,,,BBG,PX_LAST,Price,,,USDTWD Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/ZAR Spot,USDZAR_PX_LAST,USDZAR,Currency,FX Spot,Spot,Simple,Primary Market,EM,Africa,ZAR,,,BBG,PX_LAST,Price,,,USDZAR Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
USD/CNH Spot,USDCNH_PX_LAST,USDCNH,Currency,FX Spot,Spot,Simple,Primary Market,CHN,Asia Pacific,CNH,,,BBG,PX_LAST,Price,,,USDCNH Curncy,,,,,,,EM and CHN pairs are USD-quoted by construction. EM driver 2 is the non-USD leg's 5Y sovereign CDS as a single-country level; a cross with two non-USD legs has no defined driver-2 treatment under the published spec.,False
